postcode,lsoa,easting,northing,children,hh_with_ch,hh_total,idaci_decile,idaci_score,catchment_2026
BN2 7HL,E01016960,536882,102268,5,4,117,8,0.062,Longhill
BN2 7HN,E01016960,536832,102310,8,5,117,8,0.062,Longhill
BN2 7HP,E01016960,536908,102230,3,2,144,8,0.062,Longhill
BN2 7HQ,E01016960,537043,102208,6,3,132,8,0.062,Longhill
BN2 7HR,E01016960,537014,102182,2,1,132,8,0.062,Longhill
BN2 7HS,E01016960,537042,102164,6,4,132,8,0.062,Longhill
BN2 7HT,E01016960,536972,102463,1,1,144,8,0.062,Longhill
BN2 7HU,E01016959,536997,102459,0,0,157,9,0.055,Longhill
BN2 7HX,E01016960,536921,102258,1,1,144,8,0.062,Longhill
BN2 7HY,E01016960,537137,102208,7,5,144,8,0.062,Longhill
BN2 7HZ,E01016959,536927,102471,1,0,157,9,0.055,Longhill
BN2 7JB,E01016960,536902,102306,3,3,117,8,0.062,Longhill
BN2 7JD,E01016960,536810,102257,1,0,132,8,0.062,Longhill
BN2 7JP,E01016960,537044,102119,4,3,132,8,0.062,Longhill
BN2 7JR,E01016960,536904,102248,1,0,117,8,0.062,Longhill
BN2 7JT,E01016960,537123,102242,2,2,144,8,0.062,Longhill
BN2 7LA,E01016962,537736,104131,1,1,119,9,0.046,Longhill
BN2 7LB,E01016960,536814,102432,2,2,117,8,0.062,Longhill
BN2 7LE,E01016960,536883,102419,1,1,117,8,0.062,Longhill
BN2 7LG,E01016960,537043,102259,3,2,132,8,0.062,Longhill
BN2 8AA,E01016961,537711,102070,3,1,116,6,0.117,Longhill
BN2 8AB,E01016961,538461,102153,8,6,235,6,0.117,Longhill
BN2 8AD,E01016959,537700,102157,6,3,108,9,0.055,Longhill
BN2 8AE,E01016961,537774,102186,13,7,116,6,0.117,Longhill
BN2 8AF,E01016959,537694,102287,10,4,108,9,0.055,Longhill
BN2 8AG,E01016959,537819,102472,13,8,110,9,0.055,Longhill
BN2 8AH,E01016959,537745,102498,22,12,108,9,0.055,Longhill
BN2 8AJ,E01016959,537655,102432,3,2,108,9,0.055,Longhill
BN2 8AL,E01016958,537679,102739,16,9,114,5,0.13,Longhill
BN2 8AN,E01016958,537716,102666,8,5,114,5,0.13,Longhill
BN2 8AP,E01016958,537814,102854,12,6,114,5,0.13,Longhill
BN2 8AQ,E01016959,537821,102717,15,8,110,9,0.055,Longhill
BN2 8AR,E01016959,537951,102558,9,6,110,9,0.055,Longhill
BN2 8AS,E01016958,537896,102745,12,7,114,5,0.13,Longhill
BN2 8AT,E01016958,538004,102627,6,3,128,5,0.13,Longhill
BN2 8AU,E01016959,537769,102356,1,0,108,9,0.055,Longhill
BN2 8AW,E01016959,537876,102429,2,1,110,9,0.055,Longhill
BN2 8AX,E01016961,538468,102113,10,7,235,6,0.117,Longhill
BN2 8BQ,E01016961,538465,102190,7,5,235,6,0.117,Longhill
BN2 8BS,E01016961,538507,102143,1,1,235,6,0.117,Longhill
BN2 8BT,E01016961,538397,102056,13,9,136,6,0.117,Longhill
BN2 8BU,E01016961,538507,102143,10,7,235,6,0.117,Longhill
BN2 8DW,E01016961,538487,102085,6,6,235,6,0.117,Longhill
BN2 8EZ,E01016958,538305,102577,18,11,135,5,0.13,Longhill
BN2 8FA,E01016958,538112,102680,5,2,116,5,0.13,Longhill
BN2 8FB,E01016958,538176,102587,6,4,135,5,0.13,Longhill
BN2 8FD,E01016958,537933,102814,16,9,116,5,0.13,Longhill
BN2 8FE,E01016958,537908,102790,16,10,116,5,0.13,Longhill
BN2 8FF,E01016958,537974,102960,13,9,120,5,0.13,Longhill
BN2 8FG,E01016958,537988,102872,13,8,116,5,0.13,Longhill
BN2 8FH,E01016958,537913,103036,5,3,120,5,0.13,Longhill
BN2 8FJ,E01016958,538122,102825,11,5,116,5,0.13,Longhill
BN2 8FL,E01016956,538335,102939,12,5,124,6,0.113,Longhill
BN2 8FN,E01016956,538276,103037,6,3,124,6,0.113,Longhill
BN2 8FP,E01016958,538120,103129,8,6,120,5,0.13,Longhill
BN2 8FQ,E01016958,538154,103100,9,6,120,5,0.13,Longhill
BN2 8FR,E01016958,538240,103110,25,13,128,5,0.13,Longhill
BN2 8FS,E01016958,538248,103065,20,9,128,5,0.13,Longhill
BN2 8FT,E01016958,538413,103071,13,7,128,5,0.13,Longhill
BN2 8FU,E01016958,538080,102756,3,1,116,5,0.13,Longhill
BN2 8FX,E01016958,538310,102790,5,3,98,5,0.13,Longhill
BN2 8FY,E01016958,538163,102646,7,6,135,5,0.13,Longhill
BN2 8FZ,E01016958,538243,102618,15,11,135,5,0.13,Longhill
BN2 8GA,E01016958,538172,102934,3,2,120,5,0.13,Longhill
BN2 8GE,E01016961,538436,102174,9,4,235,6,0.117,Longhill
BN2 8GG,E01016958,538084,102656,4,4,128,5,0.13,Longhill
BN2 8GZ,E01016956,538538,103358,5,2,131,6,0.113,Longhill
BN2 8HA,E01016956,538416,102618,9,6,184,6,0.113,Longhill
BN2 8HB,E01016958,538327,102859,10,7,98,5,0.13,Longhill
BN2 8HD,E01016956,538429,102888,5,2,124,6,0.113,Longhill
BN2 8HE,E01016956,538507,102951,10,4,124,6,0.113,Longhill
BN2 8HF,E01016956,538572,103075,17,11,184,6,0.113,Longhill
BN2 8HG,E01016958,538495,103274,8,4,128,5,0.13,Longhill
BN2 8HH,E01016956,538494,103107,8,3,124,6,0.113,Longhill
BN2 8HL,E01016956,538817,103273,17,9,109,6,0.113,Longhill
BN2 8HN,E01016956,538841,103304,21,12,131,6,0.113,Longhill
BN2 8HP,E01016956,539215,103320,2,1,131,6,0.113,Longhill
BN2 8HQ,E01016956,539095,103184,5,3,131,6,0.113,Longhill
BN2 8HR,E01016956,539009,103110,6,4,131,6,0.113,Longhill
BN2 8HS,E01016956,538904,103200,19,10,109,6,0.113,Longhill
BN2 8HT,E01016956,538777,103189,7,4,109,6,0.113,Longhill
BN2 8HU,E01016956,538664,103284,4,2,109,6,0.113,Longhill
BN2 8HW,E01016956,538615,103253,2,2,104,6,0.113,Longhill
BN2 8HX,E01016958,538341,102693,8,5,98,5,0.13,Longhill
BN2 8JJ,E01016956,538666,103594,0,0,131,6,0.113,Longhill
BN2 8LA,E01016961,538276,101938,1,0,136,6,0.117,Longhill
BN2 8LB,E01016961,538288,102029,9,5,136,6,0.117,Longhill
BN2 8LD,E01016961,538292,102095,11,7,127,6,0.117,Longhill
BN2 8LE,E01016961,538474,102272,14,6,166,6,0.117,Longhill
BN2 8LF,E01016961,538356,102059,6,4,235,6,0.117,Longhill
BN2 8LG,E01016961,538393,101994,8,5,136,6,0.117,Longhill
BN2 8LL,E01016961,538371,102269,5,3,166,6,0.117,Longhill
BN2 8LN,E01016961,538457,102257,7,4,166,6,0.117,Longhill
BN2 8LP,E01016961,538325,102354,9,5,166,6,0.117,Longhill
BN2 8LQ,E01016961,538491,102332,15,8,166,6,0.117,Longhill
BN2 8LR,E01016961,538552,102384,13,7,166,6,0.117,Longhill
BN2 8LS,E01016961,538498,102535,19,8,117,6,0.117,Longhill
BN2 8LT,E01016961,538600,102442,14,9,117,6,0.117,Longhill
BN2 8LU,E01016961,538241,101974,4,3,136,6,0.117,Longhill
BN2 8LW,E01016961,538257,101985,2,1,136,6,0.117,Longhill
BN2 8LZ,E01016961,538262,101942,3,3,136,6,0.117,Longhill
BN2 8PQ,E01016956,539132,103163,1,1,131,6,0.113,Longhill
BN2 8QA,E01016956,538592,102798,8,5,68,6,0.113,Longhill
BN2 8QB,E01016956,538612,102884,11,6,68,6,0.113,Longhill
BN2 8QD,E01016956,538779,103048,7,4,184,6,0.113,Longhill
BN2 8QE,E01016956,538660,102952,11,9,184,6,0.113,Longhill
BN2 8QF,E01016956,538737,102993,5,3,184,6,0.113,Longhill
BN2 8QG,E01016956,538626,103034,4,4,104,6,0.113,Longhill
BN2 8QH,E01016956,538702,103117,6,5,104,6,0.113,Longhill
BN2 8QJ,E01016956,538597,103125,3,2,104,6,0.113,Longhill
BN2 8QL,E01016956,538736,103184,11,9,104,6,0.113,Longhill
BN2 8QN,E01016956,538954,103055,15,8,131,6,0.113,Longhill
BN2 8QP,E01016956,538792,102978,9,5,184,6,0.113,Longhill
BN2 8QQ,E01016956,538675,102806,10,6,68,6,0.113,Longhill
BN2 8QR,E01016956,538539,102732,7,5,184,6,0.113,Longhill
BN2 8QS,E01016961,538470,102572,26,18,117,6,0.117,Longhill
BN2 8QT,E01016956,538623,103205,2,1,104,6,0.113,Longhill
BN2 8RB,E01016961,538673,102305,11,7,166,6,0.117,Longhill
BN2 8SA,E01016961,537799,102040,4,2,116,6,0.117,Longhill
BN2 8SB,E01016961,537853,102206,20,10,116,6,0.117,Longhill
BN2 8SD,E01016958,538047,102511,10,5,128,5,0.13,Longhill
BN2 8SE,E01016958,538150,102544,2,1,128,5,0.13,Longhill
BN2 8SF,E01016958,538097,102451,11,6,128,5,0.13,Longhill
BN2 8SG,E01016961,537979,102333,6,3,116,6,0.117,Longhill
BN2 8SH,E01016961,537925,102183,18,11,127,6,0.117,Longhill
BN2 8SJ,E01016961,538008,102298,12,8,127,6,0.117,Longhill
BN2 8SL,E01016961,538283,102181,13,6,127,6,0.117,Longhill
BN2 8SN,E01016961,538162,101986,2,1,136,6,0.117,Longhill
BN2 8SP,E01016961,538073,102075,0,0,136,6,0.117,Longhill
BN2 8SQ,E01016961,538069,101950,0,0,136,6,0.117,Longhill
BN2 8SR,E01016961,537958,102028,5,3,127,6,0.117,Longhill
BN2 9AA,E01016947,531572,104658,7,5,189,1,0.354,VarndeanStringer
BN2 9AB,E01016947,531547,104655,6,5,189,1,0.354,VarndeanStringer
BN2 9AD,E01016895,532729,105062,16,11,178,1,0.35,VarndeanStringer
BN2 9AE,E01016895,532751,105107,17,13,178,1,0.35,VarndeanStringer
BN2 9AF,E01016895,532769,105055,7,6,118,1,0.35,VarndeanStringer
BN2 9AG,E01016895,532768,105037,6,4,118,1,0.35,VarndeanStringer
BN2 9AJ,E01016947,531539,104762,2,2,151,1,0.354,VarndeanStringer
BN2 9AL,E01016947,531498,104513,0,0,177,1,0.354,VarndeanStringer
BN2 9AN,E01016947,531498,104513,0,0,177,1,0.354,VarndeanStringer
BN2 9DJ,E01016896,532071,105070,2,2,116,8,0.069,VarndeanStringer
BN2 9HS,E01016948,531652,104453,0,0,122,5,0.157,VarndeanStringer
BN2 9HU,E01016894,531815,105195,2,2,132,4,0.196,VarndeanStringer
BN2 9JA,E01016941,531384,104285,8,3,183,1,0.345,VarndeanStringer
BN2 9JS,E01016947,531710,104696,16,12,116,1,0.354,VarndeanStringer
BN2 9LS,E01016896,531764,104929,0,0,141,8,0.069,VarndeanStringer
BN2 9LT,E01016947,531498,104859,3,2,151,1,0.354,VarndeanStringer
BN2 9NA,E01016947,531495,104814,15,9,151,1,0.354,VarndeanStringer
BN2 9NB,E01016894,531506,104886,1,1,149,4,0.196,VarndeanStringer
BN2 9ND,E01016894,531543,104899,5,3,149,4,0.196,VarndeanStringer
BN2 9NE,E01016947,531528,104822,9,5,151,1,0.354,VarndeanStringer
BN2 9NF,E01016947,531578,104728,7,3,121,1,0.354,VarndeanStringer
BN2 9NG,E01016947,531609,104776,19,10,101,1,0.354,VarndeanStringer
BN2 9NH,E01016947,531639,104805,2,1,101,1,0.354,VarndeanStringer
BN2 9NJ,E01016947,531635,104723,22,12,121,1,0.354,VarndeanStringer
BN2 9NL,E01016947,531671,104768,14,9,116,1,0.354,VarndeanStringer
BN2 9NN,E01016947,531596,104840,15,9,101,1,0.354,VarndeanStringer
BN2 9NP,E01016894,531691,104815,7,5,149,4,0.196,VarndeanStringer
BN2 9NQ,E01016896,531758,104918,5,4,141,8,0.069,VarndeanStringer
BN2 9NR,E01016894,531673,104908,21,11,149,4,0.196,VarndeanStringer
BN2 9NS,E01016896,531741,104867,24,16,141,8,0.069,VarndeanStringer
BN2 9NT,E01016896,531765,104857,9,6,141,8,0.069,VarndeanStringer
BN2 9NU,E01016896,531790,104834,29,17,141,8,0.069,VarndeanStringer
BN2 9NW,E01016897,531822,104706,13,8,137,6,0.125,VarndeanStringer
BN2 9NX,E01016948,531936,104616,6,4,115,5,0.157,VarndeanStringer
BN2 9NY,E01016897,531818,104806,17,11,137,6,0.125,VarndeanStringer
BN2 9NZ,E01016948,531886,104626,3,2,95,5,0.157,VarndeanStringer
BN2 9PA,E01016948,531805,104688,17,14,95,5,0.157,VarndeanStringer
BN2 9PD,E01016948,531814,104635,18,13,95,5,0.157,VarndeanStringer
BN2 9PE,E01016948,531932,104598,7,5,115,5,0.157,VarndeanStringer
BN2 9PF,E01016947,531544,104870,0,0,151,1,0.354,VarndeanStringer
BN2 9PH,E01016947,531542,104725,2,1,151,1,0.354,VarndeanStringer
BN2 9PJ,E01016947,531663,104694,21,12,121,1,0.354,VarndeanStringer
BN2 9PL,E01016947,531682,104723,6,2,116,1,0.354,VarndeanStringer
BN2 9PN,E01016947,531557,104810,3,3,151,1,0.354,VarndeanStringer
BN2 9PP,E01016947,531581,104781,3,3,101,1,0.354,VarndeanStringer
BN2 9QA,E01016947,531426,104479,2,2,177,1,0.354,VarndeanStringer
BN2 9QB,E01016947,531472,104628,3,2,177,1,0.354,VarndeanStringer
BN2 9QE,E01016947,531526,104632,3,2,189,1,0.354,VarndeanStringer
BN2 9QF,E01016947,531443,104493,0,0,177,1,0.354,VarndeanStringer
BN2 9QG,E01016947,531537,104481,56,17,116,1,0.354,VarndeanStringer
BN2 9QH,E01016947,531561,104457,15,16,116,1,0.354,VarndeanStringer
BN2 9QJ,E01016948,531673,104590,17,8,121,5,0.157,VarndeanStringer
BN2 9QN,E01016947,531498,104626,0,0,189,1,0.354,VarndeanStringer
BN2 9QP,E01016947,531623,104593,13,9,189,1,0.354,VarndeanStringer
BN2 9QQ,E01016947,531625,104655,15,9,189,1,0.354,VarndeanStringer
BN2 9QR,E01016947,531552,104588,3,3,189,1,0.354,VarndeanStringer
BN2 9QS,E01016948,531738,104572,18,9,121,5,0.157,VarndeanStringer
BN2 9QT,E01016948,531786,104568,25,14,121,5,0.157,VarndeanStringer
BN2 9QU,E01016948,531808,104560,22,12,121,5,0.157,VarndeanStringer
BN2 9QW,E01016948,531694,104513,7,4,122,5,0.157,VarndeanStringer
BN2 9RA,E01016947,531452,104545,0,0,177,1,0.354,VarndeanStringer
BN2 9RB,E01016947,531654,104645,4,5,121,1,0.354,VarndeanStringer
BN2 9RD,E01016947,531613,104544,2,2,189,1,0.354,VarndeanStringer
BN2 9RE,E01016947,531556,104549,1,3,116,1,0.354,VarndeanStringer
BN2 9RR,E01016947,531648,104535,2,2,189,1,0.354,VarndeanStringer
BN2 9RS,E01016948,531712,104587,1,2,121,5,0.157,VarndeanStringer
BN2 9RU,E01016941,531420,104290,5,3,183,1,0.345,VarndeanStringer
BN2 9SA,E01016894,531584,104986,6,4,188,4,0.196,VarndeanStringer
BN2 9SB,E01016894,531749,105143,7,4,132,4,0.196,VarndeanStringer
BN2 9SD,E01016894,531776,105221,1,0,132,4,0.196,VarndeanStringer
BN2 9SE,E01016894,531922,105201,6,3,132,4,0.196,VarndeanStringer
BN2 9SF,E01016896,532055,105084,14,9,116,8,0.069,VarndeanStringer
BN2 9SG,E01016896,532030,105075,8,6,114,8,0.069,VarndeanStringer
BN2 9SH,E01016894,531891,105199,3,2,132,4,0.196,VarndeanStringer
BN2 9SJ,E01016897,532070,104895,10,6,163,6,0.125,VarndeanStringer
BN2 9SL,E01016893,532110,104889,8,6,123,8,0.071,VarndeanStringer
BN2 9SN,E01016894,531832,105084,18,14,154,4,0.196,VarndeanStringer
BN2 9SP,E01016894,531819,105099,23,12,96,4,0.196,VarndeanStringer
BN2 9SQ,E01016894,531864,105064,36,23,154,4,0.196,VarndeanStringer
BN2 9SR,E01016896,531892,105041,35,22,92,8,0.069,VarndeanStringer
BN2 9SS,E01016894,531779,105116,11,7,188,4,0.196,VarndeanStringer
BN2 9ST,E01016894,531794,105104,17,13,96,4,0.196,VarndeanStringer
BN2 9SU,E01016893,532129,104943,3,2,123,8,0.071,VarndeanStringer
BN2 9SW,E01016894,531807,105240,1,1,132,4,0.196,VarndeanStringer
BN2 9SX,E01016897,532100,104844,4,4,163,6,0.125,VarndeanStringer
BN2 9SY,E01016894,531615,105024,8,7,188,4,0.196,VarndeanStringer
BN2 9TJ,E01016893,532134,105099,17,12,123,8,0.071,VarndeanStringer
BN2 9TL,E01016893,532126,105144,12,8,123,8,0.071,VarndeanStringer
BN2 9TN,E01016896,532084,105162,27,17,116,8,0.069,VarndeanStringer
BN2 9TP,E01016896,532001,105194,15,11,116,8,0.069,VarndeanStringer
BN2 9TQ,E01016891,531956,105214,7,4,150,5,0.134,VarndeanStringer
BN2 9TR,E01016891,531931,105210,1,1,150,5,0.134,VarndeanStringer
BN2 9UA,E01016894,531720,105016,4,3,188,4,0.196,VarndeanStringer
BN2 9UB,E01016894,531735,105096,0,0,188,4,0.196,VarndeanStringer
BN2 9UD,E01016896,531823,104925,12,10,130,8,0.069,VarndeanStringer
BN2 9UE,E01016897,531920,104836,16,9,142,6,0.125,VarndeanStringer
BN2 9UF,E01016897,532018,104750,9,7,143,6,0.125,VarndeanStringer
BN2 9UG,E01016896,531918,105011,13,9,130,8,0.069,VarndeanStringer
BN2 9UH,E01016896,531902,105019,17,11,130,8,0.069,VarndeanStringer
BN2 9UJ,E01016896,531907,104967,4,2,114,8,0.069,VarndeanStringer
BN2 9UL,E01016896,531939,105006,2,1,114,8,0.069,VarndeanStringer
BN2 9UN,E01016896,531980,105049,5,4,114,8,0.069,VarndeanStringer
BN2 9UP,E01016896,531952,104983,13,8,114,8,0.069,VarndeanStringer
BN2 9UQ,E01016896,531964,104963,12,12,102,8,0.069,VarndeanStringer
BN2 9UR,E01016896,531977,104947,15,10,102,8,0.069,VarndeanStringer
BN2 9US,E01016897,531984,104923,19,11,161,6,0.125,VarndeanStringer
BN2 9UT,E01016897,531990,104898,35,20,161,6,0.125,VarndeanStringer
BN2 9UU,E01016897,532029,104860,9,7,161,6,0.125,VarndeanStringer
BN2 9UW,E01016897,531988,104687,26,17,143,6,0.125,VarndeanStringer
BN2 9UX,E01016897,532067,104795,15,9,143,6,0.125,VarndeanStringer
BN2 9UY,E01016897,531950,104711,27,14,143,6,0.125,VarndeanStringer
BN2 9UZ,E01016897,531902,104725,12,9,137,6,0.125,VarndeanStringer
BN2 9WA,E01016897,531857,104770,22,16,142,6,0.125,VarndeanStringer
BN2 9WB,E01016897,531829,104793,23,15,142,6,0.125,VarndeanStringer
BN2 9WD,E01016897,532006,104783,5,4,163,6,0.125,VarndeanStringer
BN2 9WE,E01016897,532047,104819,14,8,163,6,0.125,VarndeanStringer
BN2 9WP,E01016894,531569,104970,2,2,149,4,0.196,VarndeanStringer
BN2 9WQ,E01016894,531600,104948,4,2,149,4,0.196,VarndeanStringer
BN2 9WR,E01016894,531624,104927,23,14,149,4,0.196,VarndeanStringer
BN2 9WY,E01016941,531393,104315,2,1,183,1,0.345,VarndeanStringer
BN2 9XA,E01016893,532197,105135,14,12,142,8,0.071,VarndeanStringer
BN2 9XB,E01016893,532276,105080,22,14,121,8,0.071,VarndeanStringer
BN2 9XD,E01016893,532251,105086,22,12,142,8,0.071,VarndeanStringer
BN2 9XE,E01016893,532185,104968,18,11,142,8,0.071,VarndeanStringer
BN2 9XF,E01016893,532186,104940,25,12,135,8,0.071,VarndeanStringer
BN2 9XG,E01016893,532200,104923,19,12,135,8,0.071,VarndeanStringer
BN2 9XH,E01016893,532206,104902,16,11,135,8,0.071,VarndeanStringer
BN2 9XJ,E01016893,532344,105007,11,7,123,8,0.071,VarndeanStringer
BN2 9XL,E01016893,532469,105129,17,8,120,8,0.071,VarndeanStringer
BN2 9XN,E01016893,532464,105165,8,5,120,8,0.071,VarndeanStringer
BN2 9XP,E01016893,532422,105148,14,8,120,8,0.071,VarndeanStringer
BN2 9XQ,E01016893,532400,105134,9,6,120,8,0.071,VarndeanStringer
BN2 9XR,E01016893,532381,105124,14,8,123,8,0.071,VarndeanStringer
BN2 9XS,E01016893,532359,105116,13,9,123,8,0.071,VarndeanStringer
BN2 9XT,E01016893,532340,105105,15,10,123,8,0.071,VarndeanStringer
BN2 9XU,E01016893,532318,105098,17,12,121,8,0.071,VarndeanStringer
BN2 9XW,E01016893,532299,105077,19,12,121,8,0.071,VarndeanStringer
BN2 9YA,E01016946,532328,104745,20,9,112,9,0.048,VarndeanStringer
BN2 9YB,E01016946,532386,104605,12,9,73,9,0.048,VarndeanStringer
BN2 9YD,E01016946,532544,104695,44,25,108,9,0.048,VarndeanStringer
BN2 9YE,E01016946,532504,104702,38,22,73,9,0.048,VarndeanStringer
BN2 9YF,E01016895,532783,104890,29,13,125,1,0.35,VarndeanStringer
BN2 9YG,E01016895,532746,104844,22,13,125,1,0.35,VarndeanStringer
BN2 9YH,E01016895,532770,104932,43,22,125,1,0.35,VarndeanStringer
BN2 9YJ,E01016895,532634,104925,25,14,110,1,0.35,VarndeanStringer
BN2 9YL,E01016895,532543,104916,14,6,110,1,0.35,VarndeanStringer
BN2 9YN,E01016895,532663,104977,35,18,89,1,0.35,VarndeanStringer
BN2 9YP,E01016895,532534,104996,32,17,89,1,0.35,VarndeanStringer
BN2 9YR,E01016893,532143,105049,1,2,142,8,0.071,VarndeanStringer
BN2 9YU,E01016897,531994,104834,7,6,161,6,0.125,VarndeanStringer
BN2 9YY,E01016946,532411,104624,2,1,73,9,0.048,VarndeanStringer
BN2 9ZA,E01016893,532220,104879,15,10,135,8,0.071,VarndeanStringer
BN2 9ZB,E01016946,532253,104871,14,5,98,9,0.048,VarndeanStringer
BN2 9ZD,E01016946,532293,104854,28,16,227,9,0.048,VarndeanStringer
BN2 9ZE,E01016946,532381,104804,24,14,227,9,0.048,VarndeanStringer
BN2 9ZF,E01016946,532494,104759,38,23,227,9,0.048,VarndeanStringer
BN2 9ZG,E01016946,532419,104848,35,21,227,9,0.048,VarndeanStringer
BN2 9ZH,E01016946,532430,104882,20,12,227,9,0.048,VarndeanStringer
BN2 9ZJ,E01016895,532507,104885,15,10,110,1,0.35,VarndeanStringer
BN2 9ZL,E01016892,532481,105095,33,19,132,6,0.111,VarndeanStringer
BN2 9ZN,E01016895,532593,105108,59,26,178,1,0.35,VarndeanStringer
BN2 9ZP,E01016895,532644,105074,43,24,178,1,0.35,VarndeanStringer
BN2 9ZQ,E01016895,532486,104892,9,5,110,1,0.35,VarndeanStringer
BN3 1AE,E01016850,529963,104469,5,4,173,7,0.076,HoveBlatchington
BN3 1AF,E01016851,529805,104500,7,4,164,8,0.074,HoveBlatchington
BN3 1AG,E01016850,529994,104426,2,1,122,7,0.076,HoveBlatchington
BN3 1AH,E01016850,529921,104336,8,6,134,7,0.076,HoveBlatchington
BN3 1AJ,E01016850,529963,104412,6,3,122,7,0.076,HoveBlatchington
BN3 1AL,E01016850,529964,104444,4,3,122,7,0.076,HoveBlatchington
BN3 1AN,E01016850,529912,104427,10,8,173,7,0.076,HoveBlatchington
BN3 1AP,E01016850,529960,104373,1,1,122,7,0.076,HoveBlatchington
BN3 1AQ,E01016850,529891,104317,10,7,134,7,0.076,HoveBlatchington
BN3 1AR,E01016850,529949,104276,2,1,114,7,0.076,HoveBlatchington
BN3 1AS,E01016850,529896,104451,7,5,173,7,0.076,HoveBlatchington
BN3 1AT,E01016850,529853,104335,15,12,133,7,0.076,HoveBlatchington
BN3 1AU,E01016850,529833,104353,13,8,133,7,0.076,HoveBlatchington
BN3 1AW,E01016851,529840,104476,0,0,164,8,0.074,HoveBlatchington
BN3 1AY,E01016850,529940,104434,5,3,173,7,0.076,HoveBlatchington
BN3 1AZ,E01016850,529949,104363,1,1,122,7,0.076,HoveBlatchington
BN3 1BA,E01016853,529576,104621,1,1,161,6,0.119,HoveBlatchington
BN3 1BB,E01016851,529856,104450,1,1,164,8,0.074,HoveBlatchington
BN3 1BG,E01016850,529966,104389,1,1,122,7,0.076,HoveBlatchington
BN3 1DE,E01016854,529878,104632,17,15,114,4,0.188,HoveBlatchington
BN3 1DF,E01016854,529908,104598,19,9,120,4,0.188,HoveBlatchington
BN3 1DG,E01016854,529940,104584,6,4,119,4,0.188,HoveBlatchington
BN3 1DH,E01016854,529973,104590,17,13,135,4,0.188,HoveBlatchington
BN3 1DJ,E01016854,530011,104589,14,11,106,4,0.188,HoveBlatchington
BN3 1DL,E01016854,530037,104567,16,5,135,4,0.188,HoveBlatchington
BN3 1DN,E01016877,530032,104677,9,4,221,4,0.179,HoveBlatchington
BN3 1DP,E01016854,530077,104638,1,0,135,4,0.188,HoveBlatchington
BN3 1EA,E01016851,529759,104504,3,2,164,8,0.074,HoveBlatchington
BN3 1EB,E01016851,529804,104488,2,2,164,8,0.074,HoveBlatchington
BN3 1ED,E01016851,529737,104477,8,5,114,8,0.074,HoveBlatchington
BN3 1EE,E01016851,529706,104402,9,7,114,8,0.074,HoveBlatchington
BN3 1EF,E01016851,529686,104330,11,6,121,8,0.074,HoveBlatchington
BN3 1EG,E01016850,529815,104303,12,10,133,7,0.076,HoveBlatchington
BN3 1EH,E01016851,529814,104373,11,8,164,8,0.074,HoveBlatchington
BN3 1EJ,E01016851,529826,104444,11,7,164,8,0.074,HoveBlatchington
BN3 1EL,E01016851,529669,104387,12,8,121,8,0.074,HoveBlatchington
BN3 1FA,E01016852,529733,104546,2,2,115,5,0.145,HoveBlatchington
BN3 1FB,E01016852,529748,104642,15,14,115,5,0.145,HoveBlatchington
BN3 1FD,E01016852,529770,104644,3,2,148,5,0.145,HoveBlatchington
BN3 1FE,E01016877,529670,104810,3,2,124,4,0.179,HoveBlatchington
BN3 1FF,E01016852,529675,104772,1,1,215,5,0.145,HoveBlatchington
BN3 1FG,E01016852,529684,104579,6,5,148,5,0.145,HoveBlatchington
BN3 1FH,E01016852,529705,104651,8,6,126,5,0.145,HoveBlatchington
BN3 1FJ,E01016852,529729,104729,8,6,215,5,0.145,HoveBlatchington
BN3 1FL,E01016852,529651,104598,6,5,148,5,0.145,HoveBlatchington
BN3 1FN,E01016852,529673,104673,7,5,126,5,0.145,HoveBlatchington
BN3 1FP,E01016852,529691,104738,6,4,215,5,0.145,HoveBlatchington
BN3 1FQ,E01016852,529633,104639,6,5,148,5,0.145,HoveBlatchington
BN3 1FR,E01016852,529658,104723,7,5,215,5,0.145,HoveBlatchington
BN3 1FS,E01016853,529612,104650,8,8,161,6,0.119,HoveBlatchington
BN3 1FT,E01016853,529634,104741,8,7,161,6,0.119,HoveBlatchington
BN3 1FX,E01016852,529765,104700,4,3,115,5,0.145,HoveBlatchington
BN3 1FY,E01016877,529708,104799,2,3,124,4,0.179,HoveBlatchington
BN3 1FZ,E01016877,529761,104772,1,0,124,4,0.179,HoveBlatchington
BN3 1GB,E01016853,529472,104852,5,3,154,6,0.119,HoveBlatchington
BN3 1GN,E01016876,530309,105072,2,1,144,6,0.117,HoveBlatchington
BN3 1GP,E01016876,530294,105022,2,1,138,6,0.117,HoveBlatchington
BN3 1HA,E01016851,529537,104306,12,11,82,8,0.074,HoveBlatchington
BN3 1HB,E01016851,529582,104374,5,5,158,8,0.074,HoveBlatchington
BN3 1HD,E01016851,529551,104341,6,3,67,8,0.074,HoveBlatchington
BN3 1HE,E01016851,529560,104420,9,6,67,8,0.074,HoveBlatchington
BN3 1HF,E01016852,529615,104469,12,10,172,5,0.145,HoveBlatchington
BN3 1HG,E01016851,529634,104406,14,10,158,8,0.074,HoveBlatchington
BN3 1HH,E01016852,529658,104490,9,6,172,5,0.145,HoveBlatchington
BN3 1HJ,E01016851,529649,104288,12,8,88,8,0.074,HoveBlatchington
BN3 1HL,E01016850,529826,104254,9,6,114,7,0.076,HoveBlatchington
