lsoa,ward,easting,northing,catch_pre2024,catch_optionZ,zone
E01016929,E05015408,530864,108369,Patcham,Patcham,E01016929|Patcham|Patcham
E01016929,E05015408,530892,108459,Patcham,Patcham,E01016929|Patcham|Patcham
E01016929,E05015408,531050,108567,Patcham,Patcham,E01016929|Patcham|Patcham
E01016927,E05015408,531264,108617,Patcham,Patcham,E01016927|Patcham|Patcham
E01016927,E05015408,531399,108675,Patcham,Patcham,E01016927|Patcham|Patcham
E01016927,E05015408,531180,108538,Patcham,Patcham,E01016927|Patcham|Patcham
E01016927,E05015408,531445,108613,Patcham,Patcham,E01016927|Patcham|Patcham
E01016927,E05015408,531655,108660,Patcham,Patcham,E01016927|Patcham|Patcham
E01016927,E05015408,531535,108685,Patcham,Patcham,E01016927|Patcham|Patcham
E01016927,E05015408,531713,108854,Patcham,Patcham,E01016927|Patcham|Patcham
E01016927,E05015408,531603,108808,Patcham,Patcham,E01016927|Patcham|Patcham
E01016927,E05015408,531604,108932,Patcham,Patcham,E01016927|Patcham|Patcham
E01016925,E05015408,531244,108509,Patcham,Patcham,E01016925|Patcham|Patcham
E01016925,E05015408,531116,108445,Patcham,Patcham,E01016925|Patcham|Patcham
E01016927,E05015408,531697,108661,Patcham,Patcham,E01016927|Patcham|Patcham
E01016927,E05015408,531776,108756,Patcham,Patcham,E01016927|Patcham|Patcham
E01016926,E05015408,531845,109060,Patcham,Patcham,E01016926|Patcham|Patcham
E01016923,E05015408,530574,108346,Patcham,Patcham,E01016923|Patcham|Patcham
E01016923,E05015408,530235,107964,Patcham,Patcham,E01016923|Patcham|Patcham
E01016923,E05015408,530170,107985,Patcham,Patcham,E01016923|Patcham|Patcham
E01016923,E05015408,530234,108039,Patcham,Patcham,E01016923|Patcham|Patcham
E01016923,E05015408,530572,108200,Patcham,Patcham,E01016923|Patcham|Patcham
E01016923,E05015408,530519,108181,Patcham,Patcham,E01016923|Patcham|Patcham
E01016929,E05015408,530633,108379,Patcham,Patcham,E01016929|Patcham|Patcham
E01016929,E05015408,530727,108304,Patcham,Patcham,E01016929|Patcham|Patcham
E01016929,E05015408,530703,108363,Patcham,Patcham,E01016929|Patcham|Patcham
E01016929,E05015408,530791,108455,Patcham,Patcham,E01016929|Patcham|Patcham
E01016924,E05015408,530815,108649,Patcham,Patcham,E01016924|Patcham|Patcham
E01016924,E05015408,530953,108700,Patcham,Patcham,E01016924|Patcham|Patcham
E01016924,E05015408,530947,108750,Patcham,Patcham,E01016924|Patcham|Patcham
E01016927,E05015408,531152,108724,Patcham,Patcham,E01016927|Patcham|Patcham
E01016927,E05015408,531208,108772,Patcham,Patcham,E01016927|Patcham|Patcham
E01016929,E05015408,530977,108599,Patcham,Patcham,E01016929|Patcham|Patcham
E01016929,E05015408,530968,108626,Patcham,Patcham,E01016929|Patcham|Patcham
E01016929,E05015408,530910,108522,Patcham,Patcham,E01016929|Patcham|Patcham
E01016929,E05015408,530773,108495,Patcham,Patcham,E01016929|Patcham|Patcham
E01016929,E05015408,530785,108512,Patcham,Patcham,E01016929|Patcham|Patcham
E01016929,E05015408,530771,108527,Patcham,Patcham,E01016929|Patcham|Patcham
E01016929,E05015408,530783,108543,Patcham,Patcham,E01016929|Patcham|Patcham
E01016929,E05015408,530720,108606,Patcham,Patcham,E01016929|Patcham|Patcham
E01016926,E05015408,531706,109082,Patcham,Patcham,E01016926|Patcham|Patcham
E01016926,E05015408,531667,109050,Patcham,Patcham,E01016926|Patcham|Patcham
E01016926,E05015408,531661,108997,Patcham,Patcham,E01016926|Patcham|Patcham
E01016928,E05015408,529660,109601,Patcham,Patcham,E01016928|Patcham|Patcham
E01017000,E05015408,529905,107620,Patcham,Patcham,E01017000|Patcham|Patcham
E01017000,E05015408,529915,107706,Patcham,Patcham,E01017000|Patcham|Patcham
E01016923,E05015408,530026,108049,Patcham,Patcham,E01016923|Patcham|Patcham
E01016928,E05015408,530311,108668,Patcham,Patcham,E01016928|Patcham|Patcham
E01016924,E05015408,530487,108793,Patcham,Patcham,E01016924|Patcham|Patcham
E01016924,E05015408,530447,108748,Patcham,Patcham,E01016924|Patcham|Patcham
E01016928,E05015408,530540,108728,Patcham,Patcham,E01016928|Patcham|Patcham
E01016928,E05015408,530598,108584,Patcham,Patcham,E01016928|Patcham|Patcham
E01016928,E05015408,530562,108516,Patcham,Patcham,E01016928|Patcham|Patcham
E01016928,E05015408,530548,108453,Patcham,Patcham,E01016928|Patcham|Patcham
E01016924,E05015408,530287,108738,Patcham,Patcham,E01016924|Patcham|Patcham
E01017000,E05015408,529942,107843,Patcham,Patcham,E01017000|Patcham|Patcham
E01016923,E05015408,529966,107970,Patcham,Patcham,E01016923|Patcham|Patcham
E01016923,E05015408,529995,107983,Patcham,Patcham,E01016923|Patcham|Patcham
E01016923,E05015408,529964,108015,Patcham,Patcham,E01016923|Patcham|Patcham
E01017000,E05015408,529925,107769,Patcham,Patcham,E01017000|Patcham|Patcham
E01017000,E05015408,529927,107809,Patcham,Patcham,E01017000|Patcham|Patcham
E01017000,E05015408,529914,107732,Patcham,Patcham,E01017000|Patcham|Patcham
E01016924,E05015408,530735,108917,Patcham,Patcham,E01016924|Patcham|Patcham
E01016924,E05015408,530906,108960,Patcham,Patcham,E01016924|Patcham|Patcham
E01016931,E05015408,531150,108993,Patcham,Patcham,E01016931|Patcham|Patcham
E01016931,E05015408,531072,109164,Patcham,Patcham,E01016931|Patcham|Patcham
E01016931,E05015408,531039,109158,Patcham,Patcham,E01016931|Patcham|Patcham
E01016931,E05015408,531129,109196,Patcham,Patcham,E01016931|Patcham|Patcham
E01016931,E05015408,531194,109256,Patcham,Patcham,E01016931|Patcham|Patcham
E01016931,E05015408,531244,109174,Patcham,Patcham,E01016931|Patcham|Patcham
E01016924,E05015408,530808,109263,Patcham,Patcham,E01016924|Patcham|Patcham
E01016931,E05015408,531050,109314,Patcham,Patcham,E01016931|Patcham|Patcham
E01016931,E05015408,531447,109180,Patcham,Patcham,E01016931|Patcham|Patcham
E01016931,E05015408,531414,109198,Patcham,Patcham,E01016931|Patcham|Patcham
E01016931,E05015408,531694,109408,Patcham,Patcham,E01016931|Patcham|Patcham
E01016931,E05015408,531685,109446,Patcham,Patcham,E01016931|Patcham|Patcham
E01016931,E05015408,531646,109487,Patcham,Patcham,E01016931|Patcham|Patcham
E01016931,E05015408,531427,109250,Patcham,Patcham,E01016931|Patcham|Patcham
E01016931,E05015408,531272,109276,Patcham,Patcham,E01016931|Patcham|Patcham
E01016931,E05015408,531351,109297,Patcham,Patcham,E01016931|Patcham|Patcham
E01016931,E05015408,531426,109342,Patcham,Patcham,E01016931|Patcham|Patcham
E01016931,E05015408,531502,109373,Patcham,Patcham,E01016931|Patcham|Patcham
E01016931,E05015408,531512,109435,Patcham,Patcham,E01016931|Patcham|Patcham
E01016931,E05015408,531282,109373,Patcham,Patcham,E01016931|Patcham|Patcham
E01016929,E05015408,530660,108806,Patcham,Patcham,E01016929|Patcham|Patcham
E01016924,E05015408,530915,108844,Patcham,Patcham,E01016924|Patcham|Patcham
E01016924,E05015408,530964,108805,Patcham,Patcham,E01016924|Patcham|Patcham
E01016927,E05015408,531312,108917,Patcham,Patcham,E01016927|Patcham|Patcham
E01016927,E05015408,531250,108932,Patcham,Patcham,E01016927|Patcham|Patcham
E01016927,E05015408,531377,108841,Patcham,Patcham,E01016927|Patcham|Patcham
E01016927,E05015408,531302,108866,Patcham,Patcham,E01016927|Patcham|Patcham
E01016927,E05015408,531432,108892,Patcham,Patcham,E01016927|Patcham|Patcham
E01016927,E05015408,531448,108811,Patcham,Patcham,E01016927|Patcham|Patcham
E01016927,E05015408,531303,108781,Patcham,Patcham,E01016927|Patcham|Patcham
E01016927,E05015408,531259,108669,Patcham,Patcham,E01016927|Patcham|Patcham
E01016927,E05015408,531389,108714,Patcham,Patcham,E01016927|Patcham|Patcham
E01016927,E05015408,531530,108736,Patcham,Patcham,E01016927|Patcham|Patcham
E01016924,E05015408,530725,108848,Patcham,Patcham,E01016924|Patcham|Patcham
E01016927,E05015408,531532,109003,Patcham,Patcham,E01016927|Patcham|Patcham
E01016927,E05015408,531498,108920,Patcham,Patcham,E01016927|Patcham|Patcham
E01016924,E05015408,530485,109018,Patcham,Patcham,E01016924|Patcham|Patcham
E01016924,E05015408,530455,108976,Patcham,Patcham,E01016924|Patcham|Patcham
E01016924,E05015408,530558,108885,Patcham,Patcham,E01016924|Patcham|Patcham
E01016924,E05015408,530587,109069,Patcham,Patcham,E01016924|Patcham|Patcham
E01016924,E05015408,530627,109029,Patcham,Patcham,E01016924|Patcham|Patcham
E01016924,E05015408,530687,109058,Patcham,Patcham,E01016924|Patcham|Patcham
E01016924,E05015408,530717,109072,Patcham,Patcham,E01016924|Patcham|Patcham
E01016924,E05015408,530811,109110,Patcham,Patcham,E01016924|Patcham|Patcham
E01016931,E05015408,530867,109126,Patcham,Patcham,E01016931|Patcham|Patcham
E01016931,E05015408,530904,109137,Patcham,Patcham,E01016931|Patcham|Patcham
E01016931,E05015408,530963,109141,Patcham,Patcham,E01016931|Patcham|Patcham
E01016923,E05015408,530328,108325,Patcham,Patcham,E01016923|Patcham|Patcham
E01016923,E05015408,530158,108168,Patcham,Patcham,E01016923|Patcham|Patcham
E01016923,E05015408,530272,108108,Patcham,Patcham,E01016923|Patcham|Patcham
E01016923,E05015408,530256,108219,Patcham,Patcham,E01016923|Patcham|Patcham
E01016923,E05015408,530315,108207,Patcham,Patcham,E01016923|Patcham|Patcham
E01016923,E05015408,530412,108204,Patcham,Patcham,E01016923|Patcham|Patcham
E01016923,E05015408,530469,108376,Patcham,Patcham,E01016923|Patcham|Patcham
E01016923,E05015408,530450,108204,Patcham,Patcham,E01016923|Patcham|Patcham
E01016923,E05015408,530488,108407,Patcham,Patcham,E01016923|Patcham|Patcham
E01016923,E05015408,530390,108308,Patcham,Patcham,E01016923|Patcham|Patcham
E01016923,E05015408,530450,108461,Patcham,Patcham,E01016923|Patcham|Patcham
E01016928,E05015408,530396,108593,Patcham,Patcham,E01016928|Patcham|Patcham
E01016928,E05015408,530455,108612,Patcham,Patcham,E01016928|Patcham|Patcham
E01016928,E05015408,530363,108922,Patcham,Patcham,E01016928|Patcham|Patcham
E01016928,E05015408,530306,108832,Patcham,Patcham,E01016928|Patcham|Patcham
E01016928,E05015408,530336,108861,Patcham,Patcham,E01016928|Patcham|Patcham
E01016923,E05015408,530113,108011,Patcham,Patcham,E01016923|Patcham|Patcham
E01016928,E05015408,530502,108506,Patcham,Patcham,E01016928|Patcham|Patcham
E01016928,E05015408,530112,108352,Patcham,Patcham,E01016928|Patcham|Patcham
E01016928,E05015408,529985,108375,Patcham,Patcham,E01016928|Patcham|Patcham
E01016928,E05015408,530018,108414,Patcham,Patcham,E01016928|Patcham|Patcham
E01016928,E05015408,529978,108117,Patcham,Patcham,E01016928|Patcham|Patcham
E01016928,E05015408,530082,108443,Patcham,Patcham,E01016928|Patcham|Patcham
E01016928,E05015408,530046,108471,Patcham,Patcham,E01016928|Patcham|Patcham
E01016928,E05015408,529990,108659,Patcham,Patcham,E01016928|Patcham|Patcham
E01016928,E05015408,530209,108308,Patcham,Patcham,E01016928|Patcham|Patcham
E01016928,E05015408,530272,108368,Patcham,Patcham,E01016928|Patcham|Patcham
E01016928,E05015408,530324,108475,Patcham,Patcham,E01016928|Patcham|Patcham
E01016928,E05015408,530270,108565,Patcham,Patcham,E01016928|Patcham|Patcham
E01016928,E05015408,530215,108656,Patcham,Patcham,E01016928|Patcham|Patcham
E01016928,E05015408,530270,108626,Patcham,Patcham,E01016928|Patcham|Patcham
E01016923,E05015408,530049,108065,Patcham,Patcham,E01016923|Patcham|Patcham
E01016928,E05015408,530208,108790,Patcham,Patcham,E01016928|Patcham|Patcham
E01016928,E05015408,530185,108719,Patcham,Patcham,E01016928|Patcham|Patcham
E01016928,E05015408,530119,108849,Patcham,Patcham,E01016928|Patcham|Patcham
E01016928,E05015408,530171,108996,Patcham,Patcham,E01016928|Patcham|Patcham
E01016928,E05015408,530180,109161,Patcham,Patcham,E01016928|Patcham|Patcham
E01016928,E05015408,530068,109108,Patcham,Patcham,E01016928|Patcham|Patcham
E01016999,E05015417,529121,108647,Patcham,Patcham,E01016999|Patcham|Patcham
E01016885,E05015402,526712,109675,Hove_Blatch,Patcham,E01016885|Hove_Blatch|Patcham
E01016969,E05015415,531040,104624,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016928,E05015408,530185,108869,Patcham,Patcham,E01016928|Patcham|Patcham
E01016928,E05015408,530134,108943,Patcham,Patcham,E01016928|Patcham|Patcham
E01016999,E05015417,528882,108721,Patcham,Patcham,E01016999|Patcham|Patcham
E01016928,E05015408,530260,109013,Patcham,Patcham,E01016928|Patcham|Patcham
E01016928,E05015408,530241,109154,Patcham,Patcham,E01016928|Patcham|Patcham
E01016928,E05015408,530239,108842,Patcham,Patcham,E01016928|Patcham|Patcham
E01016928,E05015408,531042,110495,Patcham,Patcham,E01016928|Patcham|Patcham
E01016928,E05015408,531218,111008,Patcham,Patcham,E01016928|Patcham|Patcham
E01016999,E05015417,529468,109197,Patcham,Patcham,E01016999|Patcham|Patcham
E01016998,E05015417,529721,109130,Patcham,Patcham,E01016998|Patcham|Patcham
E01016999,E05015417,529349,109553,Patcham,Patcham,E01016999|Patcham|Patcham
E01016928,E05015408,529690,109518,Patcham,Patcham,E01016928|Patcham|Patcham
E01016899,E05015400,533449,108247,Patcham,Patcham,E01016899|Patcham|Patcham
E01016899,E05015400,533431,108283,Patcham,Patcham,E01016899|Patcham|Patcham
E01016899,E05015400,533476,108410,Patcham,Patcham,E01016899|Patcham|Patcham
E01016899,E05015400,533439,108400,Patcham,Patcham,E01016899|Patcham|Patcham
E01016899,E05015400,533178,108531,Patcham,Patcham,E01016899|Patcham|Patcham
E01016899,E05015400,533141,108523,Patcham,Patcham,E01016899|Patcham|Patcham
E01016899,E05015400,533055,108631,Patcham,Patcham,E01016899|Patcham|Patcham
E01016898,E05015400,533239,108189,Patcham,Patcham,E01016898|Patcham|Patcham
E01016899,E05015400,533291,108308,Patcham,Patcham,E01016899|Patcham|Patcham
E01016899,E05015400,533292,108365,Patcham,Patcham,E01016899|Patcham|Patcham
E01016899,E05015400,533210,108411,Patcham,Patcham,E01016899|Patcham|Patcham
E01016898,E05015400,533132,108236,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,533116,108204,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,532998,108412,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,533117,108394,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,533037,108416,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,533133,108427,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,533035,108501,Patcham,Patcham,E01016898|Patcham|Patcham
E01016899,E05015400,533411,108361,Patcham,Patcham,E01016899|Patcham|Patcham
E01016899,E05015400,533338,108486,Patcham,Patcham,E01016899|Patcham|Patcham
E01016898,E05015400,532978,108326,Patcham,Patcham,E01016898|Patcham|Patcham
E01016899,E05015400,534542,109806,BACA,BACA,E01016899|BACA|BACA
E01016914,E05015400,534922,108571,BACA,BACA,E01016914|BACA|BACA
E01016899,E05015400,533610,109465,BACA,BACA,E01016899|BACA|BACA
E01016914,E05015400,533901,108136,BACA,BACA,E01016914|BACA|BACA
E01016898,E05015400,533312,108794,Patcham,Patcham,E01016898|Patcham|Patcham
E01016899,E05015400,533561,109507,BACA,BACA,E01016899|BACA|BACA
E01016898,E05015400,532978,108326,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,533021,109157,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,533053,109116,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,533096,109064,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,533084,109019,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,533045,109063,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,533006,109109,Patcham,Patcham,E01016898|Patcham|Patcham
E01016969,E05015400,533285,108167,Patcham,Patcham,E01016969|Patcham|Patcham
E01016969,E05015400,533290,108170,Patcham,Patcham,E01016969|Patcham|Patcham
E01016969,E05015400,533297,108175,Patcham,Patcham,E01016969|Patcham|Patcham
E01016969,E05015400,533301,108178,Patcham,Patcham,E01016969|Patcham|Patcham
E01016898,E05015400,532736,109088,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,532697,109102,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,532889,108852,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,532843,108850,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,532774,108799,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,532800,108875,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,532997,108781,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,532944,108813,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,532915,109012,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,532840,109072,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,532764,108924,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,532650,108985,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,532690,109148,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,532668,108685,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,532721,108650,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,532896,108793,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,532847,108720,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,532831,108759,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,532840,108815,Patcham,Patcham,E01016898|Patcham|Patcham
E01016899,E05015400,533561,108208,Patcham,Patcham,E01016899|Patcham|Patcham
E01016899,E05015400,533583,108183,Patcham,Patcham,E01016899|Patcham|Patcham
E01016899,E05015400,533524,108413,Patcham,Patcham,E01016899|Patcham|Patcham
E01016898,E05015400,533190,108588,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,532816,108722,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,532856,108604,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,532819,108634,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,532923,108588,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,532985,108654,Patcham,Patcham,E01016898|Patcham|Patcham
E01016899,E05015400,533052,108567,Patcham,Patcham,E01016899|Patcham|Patcham
E01016899,E05015400,533373,108510,Patcham,Patcham,E01016899|Patcham|Patcham
E01016898,E05015400,533188,108910,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,533236,108792,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,533076,108796,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,533310,108727,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,533327,108741,Patcham,Patcham,E01016898|Patcham|Patcham
E01016898,E05015400,533341,108754,Patcham,Patcham,E01016898|Patcham|Patcham
E01016900,E05015404,532690,107194,Patcham,Patcham,E01016900|Patcham|Patcham
E01016914,E05015400,533670,107967,BACA,BACA,E01016914|BACA|BACA
E01016914,E05015400,533639,107979,BACA,BACA,E01016914|BACA|BACA
E01016915,E05015400,533480,107864,BACA,BACA,E01016915|BACA|BACA
E01016915,E05015400,533306,107714,BACA,BACA,E01016915|BACA|BACA
E01016915,E05015400,533516,107921,BACA,BACA,E01016915|BACA|BACA
E01016915,E05015400,533483,107957,BACA,BACA,E01016915|BACA|BACA
E01016915,E05015400,533301,107844,BACA,BACA,E01016915|BACA|BACA
E01016915,E05015400,533435,108024,BACA,BACA,E01016915|BACA|BACA
E01016915,E05015400,533385,107910,BACA,BACA,E01016915|BACA|BACA
E01016915,E05015400,533583,108034,BACA,BACA,E01016915|BACA|BACA
E01016915,E05015400,533663,108086,BACA,BACA,E01016915|BACA|BACA
E01016914,E05015400,533640,108116,BACA,BACA,E01016914|BACA|BACA
E01016915,E05015400,533427,108064,BACA,BACA,E01016915|BACA|BACA
E01016915,E05015400,533245,107803,BACA,BACA,E01016915|BACA|BACA
E01016900,E05015404,532799,107425,Patcham,Patcham,E01016900|Patcham|Patcham
E01016914,E05015400,533720,108113,BACA,BACA,E01016914|BACA|BACA
E01016914,E05015400,533761,108071,BACA,BACA,E01016914|BACA|BACA
E01016914,E05015400,533719,108077,BACA,BACA,E01016914|BACA|BACA
E01016914,E05015400,533735,108038,BACA,BACA,E01016914|BACA|BACA
E01016914,E05015400,533741,108078,BACA,BACA,E01016914|BACA|BACA
E01016899,E05015400,534677,109358,BACA,BACA,E01016899|BACA|BACA
E01016914,E05015400,534910,108508,BACA,BACA,E01016914|BACA|BACA
E01016899,E05015400,534698,108869,BACA,BACA,E01016899|BACA|BACA
E01016899,E05015400,534876,108913,BACA,BACA,E01016899|BACA|BACA
E01016914,E05015400,534566,108677,BACA,BACA,E01016914|BACA|BACA
E01016914,E05015400,534441,108236,BACA,BACA,E01016914|BACA|BACA
E01016899,E05015400,534813,108939,BACA,BACA,E01016899|BACA|BACA
E01016914,E05015400,534240,108428,BACA,BACA,E01016914|BACA|BACA
E01016899,E05015400,533622,109627,BACA,BACA,E01016899|BACA|BACA
E01016899,E05015400,533640,109471,BACA,BACA,E01016899|BACA|BACA
E01016899,E05015400,532474,109898,Patcham,Patcham,E01016899|Patcham|Patcham
E01016899,E05015400,534589,108941,BACA,BACA,E01016899|BACA|BACA
E01016899,E05015400,534840,108968,BACA,BACA,E01016899|BACA|BACA
E01016899,E05015400,534735,109035,BACA,BACA,E01016899|BACA|BACA
E01016899,E05015400,534710,109107,BACA,BACA,E01016899|BACA|BACA
E01016899,E05015400,534517,109050,BACA,BACA,E01016899|BACA|BACA
E01016899,E05015400,534562,109171,BACA,BACA,E01016899|BACA|BACA
E01016899,E05015400,534547,109482,BACA,BACA,E01016899|BACA|BACA
E01016899,E05015400,534535,109352,BACA,BACA,E01016899|BACA|BACA
E01016899,E05015400,534533,109419,BACA,BACA,E01016899|BACA|BACA
E01016899,E05015400,534469,109357,BACA,BACA,E01016899|BACA|BACA
E01016899,E05015400,534758,109182,BACA,BACA,E01016899|BACA|BACA
E01016899,E05015400,534632,109319,BACA,BACA,E01016899|BACA|BACA
E01016914,E05015400,534696,108338,BACA,BACA,E01016914|BACA|BACA
E01016899,E05015400,534497,109121,BACA,BACA,E01016899|BACA|BACA
E01016899,E05015400,534516,108969,BACA,BACA,E01016899|BACA|BACA
E01016899,E05015400,534514,108809,BACA,BACA,E01016899|BACA|BACA
E01016899,E05015400,534464,109533,BACA,BACA,E01016899|BACA|BACA
E01016899,E05015400,534466,109121,BACA,BACA,E01016899|BACA|BACA
E01016899,E05015400,534518,109210,BACA,BACA,E01016899|BACA|BACA
E01016899,E05015400,534715,108961,BACA,BACA,E01016899|BACA|BACA
E01016899,E05015400,534895,109191,BACA,BACA,E01016899|BACA|BACA
E01016899,E05015400,534603,109437,BACA,BACA,E01016899|BACA|BACA
E01016899,E05015400,534625,109548,BACA,BACA,E01016899|BACA|BACA
E01016899,E05015400,534844,109035,BACA,BACA,E01016899|BACA|BACA
E01016899,E05015400,534510,109651,BACA,BACA,E01016899|BACA|BACA
E01016899,E05015400,534573,109510,BACA,BACA,E01016899|BACA|BACA
E01016899,E05015400,534609,109609,BACA,BACA,E01016899|BACA|BACA
E01016914,E05015400,534707,108737,BACA,BACA,E01016914|BACA|BACA
E01016899,E05015400,533489,109490,BACA,BACA,E01016899|BACA|BACA
E01016914,E05015400,534864,108245,BACA,BACA,E01016914|BACA|BACA
E01016899,E05015400,534573,109133,BACA,BACA,E01016899|BACA|BACA
E01016899,E05015400,534553,109227,BACA,BACA,E01016899|BACA|BACA
E01016899,E05015400,534547,109256,BACA,BACA,E01016899|BACA|BACA
E01016899,E05015400,534537,109283,BACA,BACA,E01016899|BACA|BACA
E01016899,E05015400,534844,109190,BACA,BACA,E01016899|BACA|BACA
E01016969,E05015415,531040,104624,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016862,E05015410,532553,104036,DS_Varndean,DS_Varndean,E01016862|DS_Varndean|DS_Varndean
E01016862,E05015410,532619,104069,DS_Varndean,DS_Varndean,E01016862|DS_Varndean|DS_Varndean
E01016862,E05015410,532607,103999,DS_Varndean,DS_Varndean,E01016862|DS_Varndean|DS_Varndean
E01016862,E05015405,532489,103920,DS_Varndean,Longhill,E01016862|DS_Varndean|Longhill
E01016862,E05015410,532667,104058,DS_Varndean,DS_Varndean,E01016862|DS_Varndean|DS_Varndean
E01016862,E05015410,532511,103948,DS_Varndean,DS_Varndean,E01016862|DS_Varndean|DS_Varndean
E01016863,E05015410,532808,104261,DS_Varndean,DS_Varndean,E01016863|DS_Varndean|DS_Varndean
E01016942,E05015405,532318,103995,DS_Varndean,DS_Varndean,E01016942|DS_Varndean|DS_Varndean
E01016942,E05015410,532406,104087,DS_Varndean,DS_Varndean,E01016942|DS_Varndean|DS_Varndean
E01016862,E05015410,532539,104011,DS_Varndean,DS_Varndean,E01016862|DS_Varndean|DS_Varndean
E01016862,E05015410,532567,103943,DS_Varndean,DS_Varndean,E01016862|DS_Varndean|DS_Varndean
E01016942,E05015410,532113,104118,DS_Varndean,DS_Varndean,E01016942|DS_Varndean|DS_Varndean
E01016948,E05015410,531751,104449,DS_Varndean,DS_Varndean,E01016948|DS_Varndean|DS_Varndean
E01016949,E05015410,531590,104299,DS_Varndean,DS_Varndean,E01016949|DS_Varndean|DS_Varndean
E01016949,E05015410,531635,104255,DS_Varndean,DS_Varndean,E01016949|DS_Varndean|DS_Varndean
E01016949,E05015410,531587,104224,DS_Varndean,DS_Varndean,E01016949|DS_Varndean|DS_Varndean
E01016949,E05015410,531885,104160,DS_Varndean,DS_Varndean,E01016949|DS_Varndean|DS_Varndean
E01016949,E05015410,531885,104160,DS_Varndean,DS_Varndean,E01016949|DS_Varndean|DS_Varndean
E01016949,E05015405,531875,104126,DS_Varndean,DS_Varndean,E01016949|DS_Varndean|DS_Varndean
E01016949,E05015410,531973,104234,DS_Varndean,DS_Varndean,E01016949|DS_Varndean|DS_Varndean
E01016949,E05015410,531586,104225,DS_Varndean,DS_Varndean,E01016949|DS_Varndean|DS_Varndean
E01016942,E05015405,532290,104003,DS_Varndean,DS_Varndean,E01016942|DS_Varndean|DS_Varndean
E01016949,E05015410,531478,104273,DS_Varndean,DS_Varndean,E01016949|DS_Varndean|DS_Varndean
E01016949,E05015410,531615,104218,DS_Varndean,DS_Varndean,E01016949|DS_Varndean|DS_Varndean
E01016949,E05015410,532202,104263,DS_Varndean,DS_Varndean,E01016949|DS_Varndean|DS_Varndean
E01016943,E05015410,532273,104391,DS_Varndean,DS_Varndean,E01016943|DS_Varndean|DS_Varndean
E01016949,E05015410,532117,104282,DS_Varndean,DS_Varndean,E01016949|DS_Varndean|DS_Varndean
E01016949,E05015410,532146,104308,DS_Varndean,DS_Varndean,E01016949|DS_Varndean|DS_Varndean
E01016943,E05015410,532275,104463,DS_Varndean,DS_Varndean,E01016943|DS_Varndean|DS_Varndean
E01016943,E05015410,532385,104484,DS_Varndean,DS_Varndean,E01016943|DS_Varndean|DS_Varndean
E01016949,E05015410,531986,104223,DS_Varndean,DS_Varndean,E01016949|DS_Varndean|DS_Varndean
